st,rptdate,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20,c21,c22,c23,c24,c25,c26,c27,c28,c29,c30,c31,c32,c33,c34,c35,c36,c37,c38,c39,c40
HI,8/31/2020,12530,10839,4071,386575,198522,55546542,3428,3428,231748,5237,0,0,0,0,0,3021,0,0,0,0,0,0,0,0,1843872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HI,9/30/2020,14526,12972,3647,467766,235402,65319231,4727,4727,331595,4993,0,0,0,0,0,2746,0,0,0,0,0,0,0,0,2214829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HI,10/31/2020,12410,11022,1195,426129,169208,46864095,3746,3746,282411,4128,0,0,0,0,0,2159,0,0,0,0,0,0,0,0,1654570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HI,11/30/2020,6895,6055,781,329404,183915,50983651,1946,1946,156346,2921,0,0,0,0,0,1549,0,0,0,0,0,0,0,0,1217332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HI,12/31/2020,17450,15049,684,397814,170619,47489892,1997,1997,242732,2750,0,0,0,0,0,1585,0,0,0,0,0,0,0,0,1678658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HI,1/31/2021,5025,4247,498,289587,151484,42492982,1056,1056,124054,3371,0,0,0,0,0,1737,0,0,0,0,0,0,0,0,1040452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HI,2/28/2021,2720,2227,219,175163,129745,37093344,617,617,50924,1392,0,0,0,0,0,750,0,0,0,0,0,0,0,0,622063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HI,3/31/2021,2631,2171,259,201626,152555,43576913,539,539,65391,1682,0,0,0,0,0,840,0,0,0,0,0,0,0,0,704693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HI,4/30/2021,1842,1545,179,160375,120835,34268880,383,383,42152,1255,0,0,0,0,0,658,0,0,0,0,0,0,0,0,551634,0,0,0,0,0,0,1,28,7364,0,0,0,0,0,0
HI,5/31/2021,1445,1254,100,171974,114088,32470611,388,388,36992,1026,0,0,0,0,0,507,0,0,0,0,0,0,0,0,579540,0,0,0,0,0,0,1,26,6738,0,0,0,0,0,0
HI,6/30/2021,1797,1588,90,144390,114878,32677151,478,478,138674,2103,0,0,0,0,0,1478,0,0,0,0,0,0,0,0,499795,0,0,0,0,0,0,1,65,17095,0,0,0,0,0,0
HI,7/31/2021,2466,2208,72,139557,76764,21942232,822,822,65010,1083,0,0,0,0,0,617,0,0,0,0,0,0,0,0,502339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HI,8/31/2021,3156,2874,77,169541,92171,26411173,984,984,79188,1158,0,6,0,0,0,710,0,3,0,0,0,0,0,0,614768,0,0,0,0,0,0,1,27,7101,0,0,0,0,0,0
HI,9/30/2021,1134,1036,59,65022,28482,8242614,363,363,85126,814,0,17,0,0,0,500,0,9,0,0,0,0,0,0,235813,0,0,0,0,0,0,2,74,19462,0,0,0,0,0,0
HI,10/31/2021,108,99,64,8880,5182,1530061,45,45,43909,564,0,158,0,0,0,352,0,96,0,0,0,0,0,0,54511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HI,11/30/2021,19,19,39,4602,3396,1013153,4,4,33103,524,0,145,0,0,0,339,0,75,0,0,0,0,0,0,38828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HI,12/31/2021,15,15,33,3287,3483,949769,2,2,26312,342,0,171,0,2,0,246,0,98,0,2,0,0,0,0,39834,0,0,0,0,0,0,1,36,11916,0,0,0,0,0,0
HI,1/31/2022,8,8,39,3719,2831,798425,2,2,45433,491,0,70,0,0,0,341,0,51,0,0,0,0,0,0,22663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HI,2/28/2022,5,5,21,2343,3227,875896,2,2,31230,334,0,88,0,0,0,237,0,56,0,0,0,0,0,0,22215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HI,3/31/2022,7,7,18,2578,4548,1181001,2,2,3962,161,0,95,0,0,0,114,0,55,0,0,0,0,0,0,24046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HI,4/30/2022,4,4,19,1923,2553,729003,0,0,2388,111,0,75,0,0,0,81,0,51,0,0,0,0,0,0,18809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HI,5/31/2022,3,3,8,1152,1288,331661,0,0,4091,95,0,137,0,0,0,45,0,85,0,0,0,0,0,0,28035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HI,6/30/2022,4,4,21,1419,1026,251853,2,2,9085,108,0,78,0,0,0,60,0,49,0,0,0,0,0,0,18092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HI,7/31/2022,2,2,20,1524,785,212210,0,0,14168,93,0,109,0,0,0,62,0,54,0,0,0,0,0,0,23857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HI,8/31/2022,0,0,23,1225,1225,381890,0,0,12495,76,0,158,0,0,0,43,0,89,0,0,0,0,0,0,31898,0,0,0,0,0,0,0,0,0,9156,0,0,0,0,0
HI,9/30/2022,0,0,17,1116,1038,284480,0,0,6080,69,0,142,0,0,0,34,0,75,0,0,0,0,0,0,28724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HI,10/31/2022,0,0,24,680,571,169377,0,0,16370,78,0,116,0,0,0,49,0,57,0,0,0,0,0,0,20074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HI,11/30/2022,1,1,12,612,471,153940,1,1,18148,36,0,110,0,0,0,22,0,53,0,0,0,0,0,0,18907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IA,4/30/2020,32756,32030,12382,44105,44105,11133979,12610,12610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,928782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IA,5/31/2020,14537,13612,7837,90120,90120,21399119,5980,5980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,592211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IA,6/30/2020,6975,6207,5328,122938,122938,27772868,2458,2458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,517675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IA,7/31/2020,7245,6207,1843,91269,91269,20842196,2084,2084,311,103,0,0,0,0,0,69,0,0,0,0,0,0,0,0,459359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IA,8/31/2020,4623,3684,1966,79598,79598,18652757,1262,1006,36621,172,0,6,0,2,0,62,0,6,0,2,0,0,0,0,358178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IA,9/30/2020,3762,2382,1364,82779,82779,19545980,1074,691,26949,241,14,142,1,49,0,90,7,72,0,33,0,0,0,0,377652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IA,10/31/2020,3978,2857,984,66036,66036,15692851,946,679,43719,331,43,69,17,20,6,101,19,32,9,6,4,2,49,10812,322224,2,49,10812,0,0,0,0,0,0,0,0,0,0,0,0
IA,11/30/2020,5768,5084,729,60795,60795,14416633,946,262,26676,127,31,90,36,35,13,28,12,30,14,12,6,14,40,35845,358661,1,15,5684,0,0,0,0,0,0,0,0,0,0,0,0
IA,12/31/2020,5659,3642,1786,84388,84388,20629512,907,583,78663,154,33,97,26,54,20,29,18,51,17,21,9,11,144,31716,422487,6,126,26137,0,0,0,0,0,0,0,0,0,0,0,0
IA,1/31/2021,4422,2116,1629,73411,73411,18188652,663,317,89934,169,23,109,47,37,29,44,6,31,16,11,13,18,302,97027,350387,4,125,49250,24,18281,0,420,423,167758,0,420,423,167758,0,0
IA,2/28/2021,3049,2055,1166,70253,70253,17244055,714,480,78526,310,19,237,32,84,16,68,6,56,10,22,7,33,699,179815,348362,8,309,33126,0,26915,500,668,229,109532,0,668,229,109532,0,0
IA,3/31/2021,997,273,1024,72307,72307,17644568,76,21,37648,190,1,502,32,142,14,42,0,93,8,42,3,21,379,141837,387397,10,241,110075,0,14125,2094,847,661,364997,0,847,661,364997,0,0
IA,4/30/2021,2952,2517,426,59579,59579,14479847,346,51,22620,68,51,226,33,60,18,19,15,55,10,14,5,14,715,184723,279208,9,300,104787,0,43134,0,887,385,201757,0,887,385,201757,0,0
IA,5/31/2021,1404,1019,210,52478,52478,12620230,241,175,20020,81,29,166,48,39,28,29,9,47,12,9,5,24,531,120640,214061,7,238,54897,0,19047,3648,736,818,298899,0,736,818,298899,0,0
IA,6/30/2021,736,352,252,39468,39468,9570370,123,21,19968,47,20,101,56,27,25,12,7,27,17,7,10,14,418,95519,148498,6,268,65405,0,16756,148,1630,1160,555606,0,1630,1160,555606,0,0
IA,7/31/2021,553,551,157,3223,3223,782727,79,77,260,35,14,104,22,31,9,2,4,29,7,4,1,7,172,45933,50268,1,36,17112,0,23405,0,1842,1131,646895,0,1842,1131,646895,0,260220
IA,8/31/2021,313,119,122,2404,2404,590899,85,32,10088,49,9,55,16,26,7,8,1,10,6,5,2,7,172,45933,29116,1,36,17112,0,23405,0,1437,990,1004965,0,1437,990,1004965,0,264168
IA,9/30/2021,163,31,63,1047,1047,243748,15,3,6864,40,9,30,11,9,7,7,2,5,0,1,0,9,72,16294,14987,0,0,0,0,9113,729,976,1303,1325355,0,976,1303,1325355,0,801313
IA,10/31/2021,129,70,40,849,849,191896,24,13,3068,12,15,16,16,6,10,1,4,2,4,0,2,29,226,64268,9796,2,35,7027,0,15379,2733,1114,1005,2210732,0,1114,1005,2210732,0,760056
IA,11/30/2021,115,47,33,596,596,112225,28,11,3536,0,1,15,14,3,6,0,1,3,6,1,1,575,1130,357786,8415,5,110,45458,0,28997,800,258,322,324821,0,258,322,324821,0,184821
IA,12/31/2021,100,55,12,398,398,70632,14,8,2860,0,9,9,12,3,7,0,1,2,3,2,2,2494,3564,1098953,6025,3,114,22987,0,44633,500,558,154,140933,0,558,154,140933,0,602428
IA,1/31/2022,16,0,10,400,400,69876,1,0,832,15,3,5,9,1,6,4,0,0,2,0,0,8,86,18367,3038,2,66,13195,0,48317,13035,405,303,697127,0,405,303,697127,0,0
IA,2/28/2022,25,10,18,526,526,117088,2,1,780,6,6,4,10,0,4,1,2,0,4,0,1,10,143,53373,3080,8,134,50500,0,66517,500,221,613,611251,0,221,613,611251,0,62237
IA,3/31/2022,20,6,22,543,543,87543,1,0,728,0,10,8,5,3,1,0,2,5,0,1,0,11,117,31870,3716,2,50,10150,0,74211,0,131,120,145129,0,131,120,145129,0,79974
IA,4/30/2022,49,31,9,391,391,74199,3,2,936,8,5,2,7,1,2,0,1,0,2,0,0,10,141,39826,2312,3,80,16508,0,28744,8756,54,57,47834,0,54,57,47834,0,0
IA,5/31/2022,48,0,121,4858,4858,1200149,3,0,2496,5,1,5,7,4,3,0,0,1,2,1,1,32,207,56998,13228,1,17,3451,0,33420,1300,366,153,132884,102470,366,153,132884,0,0
IA,6/30/2022,22,0,281,9379,9379,2229618,3,0,0,3,0,1,2,0,0,1,0,0,1,0,0,32,207,56998,21938,1,17,3451,0,19755,7728,199,96,65993,0,199,96,65993,0,45737
IA,7/31/2022,47,9,188,6677,6677,1638775,10,2,1978,0,0,2,0,2,0,0,0,0,0,0,0,32,463,136690,17048,2,51,10153,0,83679,8077,0,0,0,0,0,0,0,0,14688
IA,8/31/2022,25,3,170,6290,6290,1509559,3,0,1144,3,0,3,0,0,0,2,0,1,0,0,0,18,238,63395,16220,3,67,14797,0,30307,800,276,45,52202,0,276,45,52202,0,20880
IA,9/30/2022,20,16,49,1929,1929,47577,2,2,208,3,1,4,1,2,0,1,0,1,0,1,0,12,164,48000,6053,2,48,9433,0,22910,8310,0,0,0,0,0,0,0,0,0
IA,10/31/2022,18,12,34,1245,1245,309709,4,3,312,0,1,6,1,2,0,0,0,2,1,2,0,13,232,57710,5012,1,11,2233,0,35301,1300,0,0,0,0,0,0,0,0,30147
ID,4/30/2020,9969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ID,5/31/2020,6413,1704,8197,31488,22884,3608840,1802,1704,107,130,7,115,0,72,0,10,0,12,0,10,0,33,116,19195,255767,0,0,0,0,2787,0,0,0,0,0,0,0,0,0,0
ID,6/30/2020,4823,728,22976,67677,59043,11511165,728,684,4265,66,7,104,4,41,0,10,0,10,0,1,0,315,1056,215279,269885,12,39,9551,0,36973,1642,15,45,10108,1176,0,0,0,0,0
ID,7/31/2020,7779,1444,6908,68842,56884,10949912,761,697,28370,116,5,64,9,25,1,3,0,10,0,2,0,941,3291,697327,351572,19,72,12187,0,91864,1801,66,298,55652,3993,1,1,125,125,3154
ID,8/31/2020,6229,844,4131,70044,56403,11181370,10,10,32968,667,3,36,2,7,0,58,0,1,0,0,0,445,1809,327069,303634,28,84,22889,25,137921,4344,48,210,43284,4903,2,8,1246,0,3785
ID,9/30/2020,6389,240,1945,48922,41913,8673202,4,4,19603,808,13,121,3,55,1,78,0,30,0,30,0,309,1285,261510,289844,48,239,57291,80,123735,5316,64,437,88925,8416,3,20,4113,125,5235
ID,10/31/2020,6140,140,1618,44195,38790,829423,2,2,15015,440,9,347,2,55,0,41,0,19,0,6,0,282,1349,279228,304318,29,145,37325,5,91478,10597,42,358,74828,1344,3,21,6373,0,12738
ID,11/30/2020,4629,69,2260,53559,47484,10541652,2,2,15843,438,29,346,9,43,1,83,0,21,0,6,0,330,1899,409380,281402,51,319,81221,36,86715,7418,35,291,62386,184,1,1,168,0,9490
ID,12/31/2020,2764,86,1723,48872,43393,9826289,4,3,13838,326,39,512,43,89,0,43,0,67,0,22,0,299,1725,345781,260743,55,316,69586,1058,76935,4926,27,210,41071,9284,3,45,9135,0,9115
ID,1/31/2021,3585,15,789,54995,48272,10921519,3,3,14262,268,11,407,20,98,0,44,1,28,0,16,0,404,2013,458353,266207,52,321,81093,601,123061,9821,39,319,65636,5485,0,0,0,177,40027
ID,2/28/2021,11926,32,609,30849,23790,4770220,1,1,20145,445,4,295,29,75,0,121,1,59,0,31,0,557,3885,846410,412609,51,369,92966,967,114690,7390,54,427,85127,5300,1,1,168,177,208398
ID,3/31/2021,6878,34,453,28403,22111,4405232,2,2,21515,524,7,351,9,88,0,140,1,52,2,14,0,357,3197,760564,293024,43,389,85104,221,205453,24606,24,230,45182,27756,1,11,814,501,199533
ID,4/30/2021,7278,11,219,20544,13907,2791398,0,0,22786,505,43,434,11,82,0,83,6,58,2,13,0,435,2800,622042,297801,27,285,61464,152,197708,26578,89,675,159891,7138,0,0,0,522,267252
ID,5/31/2021,1490,9,199,19257,14766,2982742,0,0,18556,464,26,456,27,106,0,110,0,116,1,31,0,240,2030,376033,159123,27,221,43553,0,186810,5195,11,99,20607,15880,0,0,0,0,247301
ID,6/30/2021,395,5,148,10856,9380,1911375,0,0,19226,509,52,762,37,186,0,93,14,155,3,66,0,160,1538,320378,180131,17,208,44707,76,98213,6539,28,402,100877,3371,1,2,794,177,148648
ID,7/31/2021,14,0,50,293,259,51089,0,0,61525,432,83,570,32,108,0,100,13,125,11,21,0,1727,19131,3605265,116962,73,921,192328,28,77623,9542,121,1233,273625,1426,5,45,12181,354,106208
ID,8/31/2021,10,0,23,98,91,15902,0,0,35004,409,61,587,93,90,0,80,17,137,21,21,0,1113,12020,2270379,120024,59,519,117836,17,150082,23784,16,45,9354,1646,2,6,1851,177,93486
ID,9/30/2021,0,0,47,131,104,19442,0,0,3879,298,59,491,48,83,1,45,6,92,9,5,0,506,2274,486175,100177,52,427,105991,3,349749,31450,63,312,55253,4390,3,22,5448,354,669845
ID,11/30/2021,0,0,3,70,64,15524,0,0,2852,232,32,267,83,39,0,18,4,34,44,8,0,83,579,140785,57372,37,286,61797,0,88003,3078,0,0,0,817,0,0,0,0,53164
ID,12/31/2021,0,0,5,730,630,108895,0,0,2362,285,14,236,99,41,0,46,3,23,4,6,0,63,472,80332,52023,30,140,27751,0,90481,19795,0,0,0,8770,0,0,0,0,28456
ID,1/31/2022,0,0,2,682,637,117591,0,0,2195,210,60,326,12,53,0,24,7,48,3,19,0,78,846,127019,67951,39,391,85549,0,86442,7268,0,0,0,0,0,0,0,0,28260
ID,2/28/2022,0,0,7,1135,1114,215256,0,0,2136,226,95,255,110,38,1,26,30,17,32,3,1,88,761,196541,54212,0,0,0,3,133001,0,0,0,0,19240,0,0,0,0,54963
ID,3/31/2022,0,0,4,1281,1252,234270,0,0,2641,180,26,254,65,67,1,68,1,52,6,13,0,90,619,121286,44017,36,239,42268,0,174317,35368,0,0,0,4945,0,0,0,0,137915
ID,4/30/2022,0,0,4,17,17,3082,0,0,3019,295,24,190,31,42,0,34,11,47,0,14,0,84,664,124387,31038,47,331,71687,0,150734,27864,2,9,2048,4878,0,0,0,0,14803
ID,5/31/2022,0,0,2,0,0,0,0,0,2982,303,43,307,30,65,0,26,0,47,10,10,0,71,470,106162,50138,40,262,62601,1,138463,22260,0,0,0,1783,0,0,0,0,12660
ID,6/30/2022,0,0,3,16,16,2217,0,0,2329,279,49,356,91,57,2,48,0,35,16,3,0,57,415,73808,58096,32,220,43912,0,103020,15534,0,0,0,2264,0,0,0,0,20733
ID,7/31/2022,0,0,2,0,0,0,0,0,1689,198,56,197,58,39,4,5,12,27,16,0,4,40,341,59917,32650,13,82,19376,0,83879,18398,0,0,0,849,0,0,0,0,28099
ID,8/31/2022,0,0,32,0,0,0,0,0,2683,200,66,271,63,64,0,29,0,5,6,0,0,2642,24871,2118322,44954,89,650,79103,179,123902,31015,0,0,0,1947,0,0,0,0,2721042
ID,9/30/2022,0,0,1,0,0,0,0,0,2438,260,42,222,75,59,0,48,0,51,0,8,0,48,423,83053,36831,27,252,60650,0,89236,24898,0,0,0,2007,0,0,0,0,49708
ID,10/31/2022,0,0,0,0,0,0,0,0,2260,240,55,251,27,51,1,20,20,30,6,1,0,43,356,60325,50099,24,193,33414,0,126690,25652,0,0,0,2344,0,0,0,0,25339
ID,11/30/2022,0,0,4,0,0,0,0,0,2101,206,16,217,36,54,11,8,0,21,14,2,11,34,344,73032,43329,24,229,47629,0,71171,22809,0,0,0,1468,0,0,0,0,38100
IL,4/30/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL,5/31/2020,99865,99865,45523,740186,374700,105850062,84027,84027,11791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4844157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL,6/30/2020,77903,77903,36552,1078435,1061347,269672291,35689,35689,19572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4713620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL,7/31/2020,157765,157765,69413,2257107,1744209,467826404,37782,37782,66896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10125230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL,8/31/2020,16095,16095,4334,750143,714782,160159838,8227,8227,200063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2042512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL,9/30/2020,10516,10516,5730,788094,662245,144020271,5163,5163,456454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1913122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL,10/31/2020,17185,17185,397,473850,331577,72148404,8016,8016,77569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1633883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL,11/30/2020,28842,28842,11395,1498373,1387325,300533063,13279,13279,301642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4179419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL,12/31/2020,94240,94240,22666,2998390,2016159,494730054,31320,22665,452090,0,0,0,0,0,0,0,0,0,0,0,0,131647,2415818,611263733,9894871,1122,20848,5703993,0,0,0,0,0,0,0,0,0,0,0,0
IL,1/31/2021,88615,32095,19585,2095397,1442644,387193036,17030,9711,626894,0,0,0,0,0,0,0,0,0,0,0,0,1588,38317,8137572,7401754,0,0,0,0,4258545,0,0,0,0,0,0,0,0,0,0
IL,2/28/2021,53696,111978,23157,1764124,1353531,323090349,9617,20789,855150,0,0,0,0,0,0,0,0,0,0,0,0,28790,254601,53344152,5474584,0,0,0,0,2775401,0,0,0,0,0,0,0,0,0,0
IL,3/31/2021,43948,66656,30664,1562334,1085280,237334085,6618,8946,1733371,0,0,0,0,0,0,0,0,0,0,0,0,62666,578911,128472633,4717647,0,0,0,0,1653159,0,0,0,0,0,0,0,0,0,0
IL,4/30/2021,9213,9293,7375,997864,774006,161179468,3084,3334,985614,0,0,0,0,0,0,0,0,0,0,0,0,20539,274794,57126839,2220566,0,0,0,0,1323135,0,0,0,0,0,0,0,0,0,0
IL,5/31/2021,15874,10601,6478,1034553,703157,149584064,3439,2947,579692,0,0,0,0,0,0,0,0,0,0,0,0,20613,295493,69103980,2518590,0,0,0,0,1416841,0,0,0,0,0,0,0,0,0,0
IL,6/30/2021,26682,30854,10812,1085606,972885,206002310,6763,6768,611854,0,0,0,0,0,0,0,0,0,0,0,0,7555,179257,37114275,2985960,0,0,0,0,2173157,0,0,0,0,0,0,0,0,0,0
IL,7/31/2021,6642,7655,5873,896732,736426,157136962,2319,2314,463956,0,0,0,0,0,0,0,0,0,0,0,0,5042,131429,27958963,1997485,162,5569,1587080,0,1681851,17947,0,0,0,0,0,0,0,0,0
IL,8/31/2021,4480,4798,2709,910296,762819,164356450,1933,1823,395410,76,27,684,9,226,0,19,3,154,1,66,0,2815,65436,14735934,2087984,521,13500,3421227,0,2136902,21073,0,0,0,0,0,0,0,0,0
IL,9/30/2021,6,4,17,66,2154,398108,0,0,6638,75,36,577,103,112,4,17,6,126,18,4,1,366,6411,1554368,118679,17,507,227699,1,7685,25,0,0,0,0,0,0,0,0,772103
IL,10/31/2021,227,577,538,7634,44658,9934157,77,188,87513,20,10,273,17,67,0,4,3,54,4,20,0,977,25230,6066148,94662,116,3548,968244,55,982423,1952,0,0,0,0,0,0,0,0,35950780
IL,11/30/2021,4,7,183,112,29001,5623027,2,2,58994,33,2,613,24,98,1,4,1,140,4,19,0,807,20253,4707148,167770,67,1898,528213,22,60654,225,0,0,0,0,0,0,0,0,9485578
IL,12/31/2021,3,2,154,272,115325,4298102,0,1,52429,32,7,948,28,128,26,6,2,176,6,0,0,1682,42492,7026092,259453,65,1968,505360,33,75350,2053,0,0,0,0,0,0,0,0,1638486
IL,1/31/2022,0,0,123,94,13875,2616913,0,0,28537,42,7,946,27,164,1,9,0,179,5,34,0,831,16132,3721181,245588,44,1080,311136,23,49068,2112,0,0,0,0,0,0,0,0,1758286
IL,2/28/2022,0,0,123,94,13875,2616913,0,0,28537,42,7,946,27,164,1,9,0,179,5,34,0,831,16132,3721181,245588,44,1080,311136,23,49068,2112,0,0,0,0,0,0,0,0,1758286
IL,3/31/2022,1,1,75,181,5167,1133175,1,1,78485,44,1,591,43,99,2,9,0,110,8,25,2,855,14336,3481829,153463,69,1475,344474,11,61504,2562,0,0,0,0,0,0,0,0,258781
IL,4/30/2022,2,2,40,82,4695,967727,1,1,45997,44,1,591,43,99,25,9,0,110,8,2,2,2106,42191,5001348,138963,37,937,208521,13,117300,3994,0,0,0,0,0,0,0,0,1168078
IL,5/31/2022,1,1,30,25,3632,77580,0,0,44544,25,9,768,27,82,1,6,6,155,4,12,0,613,9795,2336831,180257,29,851,205472,7,39132,1164,0,0,0,0,0,0,0,0,1433682
IL,6/30/2022,4,3,51,30,4061,879764,1,1,56270,40,31,1711,19,325,0,9,7,342,6,84,0,861,9576,2265264,401817,16,433,133422,7,30332,0,0,0,0,0,0,0,0,0,698057
IL,7/31/2022,4,3,45,262,3300,691324,1,1,29093,69,51,756,32,148,1,22,8,173,13,43,0,398,8467,2192702,187300,30,961,264053,4,53104,50,0,0,0,0,0,0,0,0,2371728
IL,8/31/2022,4,2,22,37,2746,570435,0,0,19123,54,53,389,49,71,28,11,13,91,10,6,2,548,7437,1937052,96329,44,1226,330918,6,37651,15325,0,0,0,0,0,0,0,0,1427663
IL,9/30/2022,6,4,17,66,2154,398108,0,0,6638,75,36,577,103,112,4,17,6,126,18,4,1,366,6411,1554368,142952,17,507,227699,1,7685,25,0,0,0,0,0,0,0,0,772103
IL,10/31/2022,3,3,9,50,1022,217127,0,0,13737,87,51,643,72,105,4,16,13,150,17,26,0,633,15105,3590492,171239,83,2305,734961,2,32055,11335,0,0,0,0,0,0,0,0,245500
IN,4/30/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IN,5/31/2020,109719,109704,83525,655137,649196,103636000,52042,52041,4173,0,0,0,0,0,0,0,0,0,0,0,0,10915,30409,5814420,4124863,0,0,0,0,3650479,0,0,0,0,0,0,0,0,0,12589
IN,6/30/2020,65307,64743,47342,886790,721852,110202180,19587,19522,36190,3,0,0,0,0,0,0,0,0,0,0,0,494,2585,318037,3192406,1,7,1043,0,779090,0,0,0,0,0,0,0,0,0,45038
IN,7/31/2020,62631,44973,13482,710729,416820,63777192,18617,16022,135246,134,1,6,0,1,0,18,0,0,0,0,0,1920,10912,1552097,2796959,0,0,0,0,335878,0,17,217,32333,18651,0,0,0,0,59838
IN,8/31/2020,31534,30369,14498,669719,478891,73405720,9308,9061,107415,902,2,63,1,17,0,119,0,6,0,3,0,3232,20002,2933896,1873086,7,68,10132,0,229510,110,24,452,67348,32791,0,0,0,0,274388
IN,9/30/2020,53541,49481,9469,969350,531371,200879298,16076,14613,100193,1375,9,175,1,49,0,188,0,33,0,21,0,1591,6961,945193,2947029,3,23,3494,0,191937,248,27,564,84036,9413,0,0,0,0,159160
IN,10/31/2020,46706,44707,8680,584127,403725,77272531,7534,6998,118636,788,39,485,3,115,0,126,5,54,0,25,0,2356,11592,1635300,2004466,5,58,11775,0,193909,30,168,4254,652599,16245,1,17,2533,0,103340
IN,11/30/2020,63213,56743,16448,1150023,679275,122911537,12304,10888,157415,639,66,544,6,126,0,109,3,37,0,20,0,2352,16267,2372545,3152840,12,108,15960,0,212979,2474,362,5092,757793,159,0,0,0,0,34164
IN,12/31/2020,61713,61773,26829,1601676,463013,84965202,15022,15034,277279,1879,133,1191,56,346,13,342,14,131,5,71,2,5000,33432,4998246,3792285,6,79,11771,0,217479,180,90,1778,281246,29756,0,0,0,0,10399
IN,1/31/2021,23305,22505,13013,630942,418130,67103559,4023,3788,346947,3096,134,1230,79,287,16,670,12,204,4,79,0,6816,41050,6019052,1768109,11,103,15838,0,383671,5099,40,975,145275,36698,0,0,0,0,19130
IN,2/28/2021,43745,38469,20885,798471,594554,94196820,6976,6259,318087,2187,208,1865,104,479,20,497,35,366,16,165,5,6292,39042,5701394,2700919,16,172,25033,0,344555,127,3,57,8493,31987,0,0,0,0,44777
IN,3/31/2021,67681,58757,21888,908672,625712,99418071,8351,7283,358171,1728,395,2136,156,651,47,471,62,469,22,181,11,7665,70969,10750059,3588742,14,134,20807,0,338970,508,1,14,2086,0,0,0,0,0,44273
IN,4/30/2021,45428,40407,11297,707792,496167,78997480,4319,3931,333203,1951,239,1665,305,421,68,458,47,425,46,141,14,9643,92096,14000223,2336337,19,260,39166,0,280913,428,0,0,0,2257,0,0,0,0,39576
IN,5/31/2021,12332,10473,6622,539853,465188,74882016,1964,1590,417699,2298,415,2385,245,539,48,658,75,603,40,163,8,12763,143410,21971833,1388800,30,415,69978,0,477678,350,6,111,16539,265,2,17,2533,0,115462
